ENSID,Gene,Chr,mBATcombo_SuSiEx_Start,mBATcombo_SuSiEx_End,SMR_Start,SMR_End,MDD_Start,MDD_End,mBAT_combo_EUR_N06A,mBAT_combo_EUR_N06AA,mBAT_combo_EUR_N06AB,SuSiEx,blood_trait_eSMR,blood_trait_mSMR,blood_trait_pSMR,brainmeta_trait_eSMR,brainmeta_trait_mSMR,brainmeta_trait_sSMR,MDD_GWAS_Nearest_gene,MDD_GWAS_Fine_mapping,MDD_GWAS_Expression,MDD_GWAS_Protein,MDD_GWAS_fastBAT,MDD_GWAS_HMAGMA,MDD_GWAS_PsyOPS
ENSG00000066279,ASPM,1,NA,NA,NA,NA,197053258,197115824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000066336,SPI1,11,NA,NA,NA,NA,47376411,47400127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000066379,POLR1H,6,NA,NA,NA,NA,30026676,30032686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000066382,MPPED2,11,NA,NA,NA,NA,30406040,30608419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
ENSG00000066855,MTFR1,8,NA,NA,NA,NA,66556969,66683496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000067369,TP53BP1,15,NA,NA,NA,NA,43699407,43802926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000067560,RHOA,3,NA,NA,NA,NA,49396578,49450431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ENSG00000067798,NAV3,12,NA,NA,NA,NA,78224685,78606790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
ENSG00000068001,HYAL2,3,NA,NA,NA,NA,50355221,50360337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000068028,RASSF1,3,NA,NA,NA,NA,50367219,50378411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000068383,INPP5A,10,NA,NA,NA,NA,134351324,134596979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ENSG00000068745,IP6K2,3,48725436,48777786,NA,NA,48725436,48777786,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ENSG00000068781,STON1-GTF2A1L,2,NA,NA,NA,NA,48757064,49003654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000068796,KIF2A,5,NA,NA,NA,NA,61601989,61833076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
ENSG00000069431,ABCC9,12,NA,NA,NA,NA,21950335,22094336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000070081,NUCB2,11,NA,NA,NA,NA,17229700,17371521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000070182,SPTB,14,NA,NA,NA,NA,65213002,65346601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000070371,CLTCL1,22,NA,NA,NA,NA,19166986,19279239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000070444,MNT,17,NA,NA,NA,NA,2287354,2304412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000070601,FRMPD1,9,NA,NA,NA,NA,37650997,37746901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000070882,OSBPL3,7,NA,NA,NA,NA,24836158,25021253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ENSG00000071073,MGAT4A,2,NA,NA,NA,NA,99235569,99347589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000072110,ACTN1,14,69340845,69446157,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000072518,MARK2,11,NA,NA,NA,NA,63606400,63678491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ENSG00000072786,STK10,5,NA,NA,NA,NA,171469077,171615390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ENSG00000072803,FBXW11,5,NA,NA,NA,NA,171288553,171433877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ENSG00000072818,ACAP1,17,NA,NA,NA,NA,7239848,7254797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ENSG00000072858,SIDT1,3,NA,NA,NA,NA,113251143,113348425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000073067,CYP2W1,7,NA,NA,NA,NA,1022835,1029276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ENSG00000073150,PANX2,22,NA,NA,NA,NA,50609160,50618723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000073169,SELENOO,22,NA,NA,NA,NA,50639408,50656045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000073969,NSF,17,NA,NA,NA,NA,44668035,44834830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ENSG00000074410,CA12,15,63613577,63674045,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000074800,ENO1,1,NA,NA,NA,NA,8921061,8939308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ENSG00000075043,KCNQ2,20,NA,NA,NA,NA,62037542,62103993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000075275,CELSR1,22,NA,NA,NA,NA,46756731,46933067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000075292,ZNF638,2,NA,NA,NA,NA,71503691,71662199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
ENSG00000075413,MARK3,14,NA,NA,NA,NA,103851729,103970168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ENSG00000075884,ARHGAP15,2,NA,NA,NA,NA,143848931,144525921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
ENSG00000076685,NT5C2,10,NA,NA,NA,NA,104845940,104953056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000076928,ARHGEF1,19,NA,NA,NA,NA,42387228,42434302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000077044,DGKD,2,NA,NA,NA,NA,234263153,234380750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ENSG00000077063,CTTNBP2,7,NA,NA,NA,NA,117350705,117514193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
ENSG00000077380,DYNC1I2,2,NA,NA,NA,NA,172543919,172604930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000077498,TYR,11,NA,NA,NA,NA,88910620,89028927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ENSG00000077782,FGFR1,8,NA,NA,NA,NA,38268656,38326352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
ENSG00000078018,MAP2,2,NA,NA,NA,NA,210288782,210598842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000078142,PIK3C3,18,NA,NA,NA,NA,39535171,39667794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000078295,ADCY2,5,NA,NA,NA,NA,7396321,7830194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
ENSG00000078319,PMS2P1,7,NA,NA,NA,NA,99918615,99939531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ENSG00000078328,RBFOX1,16,NA,NA,NA,NA,6069095,7763340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000078403,MLLT10,10,NA,NA,NA,NA,21823094,22032559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
ENSG00000078618,NRDC,1,NA,NA,NA,NA,52254863,52344477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
ENSG00000079102,RUNX1T1,8,NA,NA,NA,NA,92967203,93115514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
ENSG00000079257,LXN,3,NA,NA,NA,NA,158363611,158390482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000079393,DUSP13,10,NA,NA,NA,NA,76854192,76868979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ENSG00000079785,DDX1,2,NA,NA,NA,NA,15731302,15771235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000079819,EPB41L2,6,NA,NA,NA,NA,131160487,131384462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ENSG00000080189,SLC35C2,20,NA,NA,NA,NA,44978167,44993043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ENSG00000080298,RFX3,9,NA,NA,NA,NA,3218297,3526004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000080802,CNOT4,7,NA,NA,NA,NA,135046547,135194875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
ENSG00000080839,RBL1,20,NA,NA,NA,NA,35624752,35724398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ENSG00000080854,IGSF9B,11,NA,NA,NA,NA,133778459,133826880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
ENSG00000080910,CFHR2,1,NA,NA,NA,NA,196788898,196928356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ENSG00000081138,CDH7,18,NA,NA,NA,NA,63417488,63548638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
ENSG00000081177,EXD2,14,69658215,69710737,69191498,69244020,NA,NA,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
ENSG00000081189,MEF2C,5,NA,NA,NA,NA,88013975,88199922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
ENSG00000081237,PTPRC,1,NA,NA,NA,NA,198607801,198726545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000081803,CADPS2,7,NA,NA,NA,NA,121958481,122526813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000081842,PCDHA6,5,NA,NA,NA,NA,140207563,140391929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ENSG00000081853,PCDHGA2,5,NA,NA,NA,NA,140718539,140892546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000081913,PHLPP1,18,NA,NA,NA,NA,60382672,60647666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000083720,OXCT1,5,NA,NA,NA,NA,41730167,41870621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000084693,AGBL5,2,27265232,27293490,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000085265,FCN1,9,NA,NA,NA,NA,137801431,137809809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000085365,SCAMP1,5,NA,NA,NA,NA,77656339,77776562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000085788,DDHD2,8,NA,NA,NA,NA,38082736,38133076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ENSG00000085832,EPS15,1,NA,NA,NA,NA,51819935,51985000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ENSG00000085871,MGST2,4,NA,NA,NA,NA,140586922,140661899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ENSG00000085978,ATG16L1,2,NA,NA,NA,NA,234118697,234204320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ENSG00000086189,DIMT1,5,NA,NA,NA,NA,61683081,61699766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ENSG00000086200,IPO11,5,NA,NA,NA,NA,61699799,61924409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000086205,FOLH1,11,NA,NA,NA,NA,49168187,49230222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ENSG00000086598,TMED2,12,NA,NA,NA,NA,124069078,124083116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ENSG00000086827,ZW10,11,NA,NA,NA,NA,113603909,113644533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ENSG00000086991,NOX4,11,NA,NA,NA,NA,89057524,89322779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ENSG00000087258,GNAO1,16,NA,NA,NA,NA,56225302,56391356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
ENSG00000087263,OGFOD1,16,NA,NA,NA,NA,56485402,56513012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000087365,SF3B2,11,65818200,65836779,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000088325,TPX2,20,NA,NA,NA,NA,30327074,30389608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ENSG00000088387,DOCK9,13,NA,NA,NA,NA,99445741,99738879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000088808,PPP1R13B,14,NA,NA,NA,NA,104200089,104313927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
ENSG00000088986,DYNLL1,12,NA,NA,NA,NA,120907653,120936296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ENSG00000089022,MAPKAPK5,12,NA,NA,NA,NA,112279782,112334343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000089053,ANAPC5,12,NA,NA,NA,NA,121746048,121837699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ENSG00000089094,KDM2B,12,NA,NA,NA,NA,121866900,122018920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ENSG00000089220,PEBP1,12,NA,NA,NA,NA,118573663,118583389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ENSG00000089250,NOS1,12,NA,NA,NA,NA,117645947,117889975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
ENSG00000089775,ZBTB25,14,NA,NA,NA,NA,64915824,64971931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ENSG00000089902,RCOR1,14,NA,NA,NA,NA,103058998,103196913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ENSG00000090097,PCBP4,3,NA,NA,NA,NA,51991470,52002426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ENSG00000090263,MRPS33,7,NA,NA,NA,NA,140705854,140715028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000090975,PITPNM2,12,NA,NA,NA,NA,123468027,123634562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ENSG00000091129,NRCAM,7,NA,NA,NA,NA,107788068,108097161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
ENSG00000091409,ITGA6,2,NA,NA,NA,NA,173292082,173371181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ENSG00000091428,RAPGEF4,2,NA,NA,NA,NA,173600002,173917621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
ENSG00000091656,ZFHX4,8,NA,NA,NA,NA,77593454,77779521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
ENSG00000091831,ESR1,6,151977826,152450754,NA,NA,151977826,152450754,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
ENSG00000094755,GABRP,5,NA,NA,NA,NA,170190354,170241051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ENSG00000094880,CDC23,5,NA,NA,NA,NA,137523339,137549032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ENSG00000094916,CBX5,12,NA,NA,NA,NA,54624724,54673886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ENSG00000095587,TLL2,10,NA,NA,NA,NA,98124363,98273675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ENSG00000095713,CRTAC1,10,NA,NA,NA,NA,99624757,99790585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000096395,MLN,6,NA,NA,NA,NA,33762450,33771788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000096433,ITPR3,6,NA,NA,NA,NA,33588142,33664351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ENSG00000096654,ZNF184,6,NA,NA,NA,NA,27418522,27440897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000097033,SH3GLB1,1,NA,NA,NA,NA,87170259,87213867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000100023,PPIL2,22,NA,NA,NA,NA,22006559,22054304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000100027,YPEL1,22,NA,NA,NA,NA,22051833,22090123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000100056,ESS2,22,NA,NA,NA,NA,19117792,19132197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000100075,SLC25A1,22,NA,NA,NA,NA,19163095,19166343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000100084,HIRA,22,NA,NA,NA,NA,19318221,19435224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000100147,CCDC134,22,NA,NA,NA,NA,42196683,42222303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000100197,CYP2D6,22,NA,NA,NA,NA,42522501,42526908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000100207,TCF20,22,NA,NA,NA,NA,42556019,42739622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ENSG00000100218,RSPH14,22,NA,NA,NA,NA,23401593,23487208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000100227,POLDIP3,22,NA,NA,NA,NA,42979727,43010968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ENSG00000100266,PACSIN2,22,NA,NA,NA,NA,43231418,43411151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000100276,RASL10A,22,NA,NA,NA,NA,29708922,29715668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000100280,AP1B1,22,NA,NA,NA,NA,29723669,29819168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ENSG00000100285,NEFH,22,NA,NA,NA,NA,29876219,29887379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000100345,MYH9,22,NA,NA,NA,NA,36677327,36784063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000100360,IFT27,22,NA,NA,NA,NA,37154246,37172300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000100372,SLC25A17,22,NA,NA,NA,NA,41165634,41215403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
